path_to_img,label
noContact/5866.hdf5,1
contact/2631.hdf5,0
contact/2026.hdf5,0
contact/139.hdf5,0
noContact/5973.hdf5,1
contact/482.hdf5,0
contact/1829.hdf5,0
noContact/5289.hdf5,1
noContact/5764.hdf5,1
contact/1881.hdf5,0
contact/542.hdf5,0
noContact/5816.hdf5,1
contact/2498.hdf5,0
noContact/3911.hdf5,1
contact/2208.hdf5,0
noContact/5618.hdf5,1
contact/2458.hdf5,0
contact/707.hdf5,0
noContact/5427.hdf5,1
contact/2510.hdf5,0
noContact/4203.hdf5,1
contact/2006.hdf5,0
noContact/4157.hdf5,1
contact/1412.hdf5,0
noContact/5833.hdf5,1
noContact/3901.hdf5,1
noContact/5135.hdf5,1
noContact/6108.hdf5,1
noContact/3441.hdf5,1
contact/420.hdf5,0
contact/999.hdf5,0
noContact/5377.hdf5,1
contact/2585.hdf5,0
noContact/4781.hdf5,1
contact/952.hdf5,0
contact/1293.hdf5,0
noContact/6003.hdf5,1
noContact/5088.hdf5,1
contact/2636.hdf5,0
noContact/5790.hdf5,1
contact/1351.hdf5,0
noContact/3796.hdf5,1
contact/2658.hdf5,0
contact/630.hdf5,0
contact/1232.hdf5,0
contact/79.hdf5,0
contact/2764.hdf5,0
contact/305.hdf5,0
contact/2577.hdf5,0
contact/2753.hdf5,0
contact/2965.hdf5,0
noContact/4803.hdf5,1
noContact/5366.hdf5,1
noContact/3620.hdf5,1
noContact/6012.hdf5,1
contact/2410.hdf5,0
noContact/4492.hdf5,1
contact/1048.hdf5,0
contact/1075.hdf5,0
noContact/5937.hdf5,1
noContact/6065.hdf5,1
contact/2230.hdf5,0
contact/2401.hdf5,0
noContact/4343.hdf5,1
noContact/5393.hdf5,1
noContact/4602.hdf5,1
contact/897.hdf5,0
noContact/5694.hdf5,1
contact/1616.hdf5,0
contact/543.hdf5,0
contact/1350.hdf5,0
contact/459.hdf5,0
noContact/5273.hdf5,1
noContact/5878.hdf5,1
noContact/3534.hdf5,1
contact/994.hdf5,0
contact/6.hdf5,0
noContact/5572.hdf5,1
noContact/3523.hdf5,1
noContact/4388.hdf5,1
noContact/4825.hdf5,1
contact/2337.hdf5,0
noContact/3477.hdf5,1
noContact/5903.hdf5,1
noContact/3152.hdf5,1
contact/709.hdf5,0
contact/116.hdf5,0
noContact/5309.hdf5,1
noContact/3826.hdf5,1
contact/2572.hdf5,0
noContact/4968.hdf5,1
noContact/6074.hdf5,1
contact/2061.hdf5,0
contact/1423.hdf5,0
contact/2119.hdf5,0
contact/414.hdf5,0
contact/866.hdf5,0
contact/411.hdf5,0
contact/1361.hdf5,0
noContact/5470.hdf5,1
noContact/4367.hdf5,1
noContact/5485.hdf5,1
noContact/4772.hdf5,1
contact/2525.hdf5,0
noContact/4287.hdf5,1
noContact/4902.hdf5,1
contact/2361.hdf5,0
noContact/5028.hdf5,1
noContact/3854.hdf5,1
noContact/6094.hdf5,1
contact/2105.hdf5,0
noContact/3199.hdf5,1
contact/1446.hdf5,0
noContact/3599.hdf5,1
noContact/3313.hdf5,1
noContact/4500.hdf5,1
contact/2568.hdf5,0
noContact/5652.hdf5,1
contact/398.hdf5,0
noContact/3930.hdf5,1
noContact/4450.hdf5,1
noContact/3908.hdf5,1
noContact/5243.hdf5,1
contact/1380.hdf5,0
noContact/5262.hdf5,1
noContact/3784.hdf5,1
contact/272.hdf5,0
noContact/4765.hdf5,1
noContact/4947.hdf5,1
noContact/5551.hdf5,1
noContact/5019.hdf5,1
noContact/4857.hdf5,1
contact/1958.hdf5,0
contact/784.hdf5,0
noContact/5199.hdf5,1
contact/1459.hdf5,0
noContact/4568.hdf5,1
noContact/5630.hdf5,1
noContact/5056.hdf5,1
contact/1957.hdf5,0
contact/2613.hdf5,0
noContact/3560.hdf5,1
noContact/6091.hdf5,1
noContact/4535.hdf5,1
noContact/3963.hdf5,1
noContact/3809.hdf5,1
noContact/3773.hdf5,1
noContact/3296.hdf5,1
contact/1504.hdf5,0
noContact/3333.hdf5,1
noContact/3541.hdf5,1
noContact/3284.hdf5,1
contact/469.hdf5,0
noContact/3095.hdf5,1
noContact/5723.hdf5,1
contact/472.hdf5,0
noContact/5629.hdf5,1
contact/1527.hdf5,0
noContact/4235.hdf5,1
contact/1904.hdf5,0
noContact/4840.hdf5,1
noContact/4800.hdf5,1
noContact/6151.hdf5,1
noContact/4768.hdf5,1
contact/881.hdf5,0
contact/96.hdf5,0
contact/163.hdf5,0
contact/1757.hdf5,0
contact/1883.hdf5,0
contact/1542.hdf5,0
contact/2597.hdf5,0
contact/2584.hdf5,0
contact/2022.hdf5,0
contact/1605.hdf5,0
noContact/3480.hdf5,1
noContact/5573.hdf5,1
contact/266.hdf5,0
contact/2867.hdf5,0
contact/578.hdf5,0
noContact/6080.hdf5,1
contact/1281.hdf5,0
contact/571.hdf5,0
contact/1734.hdf5,0
noContact/5175.hdf5,1
contact/2263.hdf5,0
contact/1187.hdf5,0
noContact/3308.hdf5,1
noContact/5899.hdf5,1
contact/1522.hdf5,0
contact/683.hdf5,0
noContact/4168.hdf5,1
noContact/5657.hdf5,1
contact/612.hdf5,0
contact/2723.hdf5,0
contact/2334.hdf5,0
contact/2070.hdf5,0
contact/1207.hdf5,0
noContact/5399.hdf5,1
noContact/3304.hdf5,1
contact/2091.hdf5,0
contact/1214.hdf5,0
contact/1532.hdf5,0
contact/111.hdf5,0
contact/1993.hdf5,0
contact/2216.hdf5,0
noContact/6025.hdf5,1
noContact/5840.hdf5,1
contact/2130.hdf5,0
contact/2780.hdf5,0
noContact/4034.hdf5,1
contact/2015.hdf5,0
contact/2517.hdf5,0
contact/1930.hdf5,0
contact/1383.hdf5,0
contact/3017.hdf5,0
noContact/5008.hdf5,1
noContact/3664.hdf5,1
noContact/3232.hdf5,1
contact/1485.hdf5,0
contact/1377.hdf5,0
contact/359.hdf5,0
contact/474.hdf5,0
contact/2440.hdf5,0
contact/1435.hdf5,0
noContact/3429.hdf5,1
noContact/4779.hdf5,1
noContact/5227.hdf5,1
noContact/4068.hdf5,1
noContact/3677.hdf5,1
contact/1580.hdf5,0
noContact/5961.hdf5,1
noContact/4049.hdf5,1
noContact/5408.hdf5,1
noContact/3411.hdf5,1
noContact/5825.hdf5,1
noContact/4878.hdf5,1
noContact/6124.hdf5,1
noContact/5542.hdf5,1
contact/1163.hdf5,0
noContact/4304.hdf5,1
contact/209.hdf5,0
contact/425.hdf5,0
noContact/5505.hdf5,1
contact/614.hdf5,0
noContact/5086.hdf5,1
noContact/5730.hdf5,1
noContact/4090.hdf5,1
contact/1895.hdf5,0
noContact/3577.hdf5,1
contact/1267.hdf5,0
contact/2338.hdf5,0
contact/269.hdf5,0
noContact/4269.hdf5,1
noContact/4870.hdf5,1
noContact/4025.hdf5,1
contact/2640.hdf5,0
noContact/5674.hdf5,1
noContact/5386.hdf5,1
contact/2561.hdf5,0
contact/201.hdf5,0
noContact/5335.hdf5,1
contact/672.hdf5,0
noContact/4468.hdf5,1
noContact/4607.hdf5,1
noContact/5814.hdf5,1
noContact/3385.hdf5,1
contact/1338.hdf5,0
contact/453.hdf5,0
contact/1222.hdf5,0
contact/90.hdf5,0
noContact/4358.hdf5,1
contact/1524.hdf5,0
noContact/4665.hdf5,1
noContact/3882.hdf5,1
contact/2092.hdf5,0
contact/1000.hdf5,0
contact/2970.hdf5,0
contact/1333.hdf5,0
contact/1571.hdf5,0
noContact/4315.hdf5,1
contact/45.hdf5,0
contact/1252.hdf5,0
contact/1618.hdf5,0
contact/588.hdf5,0
noContact/3503.hdf5,1
noContact/5191.hdf5,1
noContact/3131.hdf5,1
noContact/3666.hdf5,1
noContact/3231.hdf5,1
contact/1040.hdf5,0
contact/412.hdf5,0
contact/2898.hdf5,0
noContact/5173.hdf5,1
noContact/3139.hdf5,1
noContact/5774.hdf5,1
contact/1526.hdf5,0
contact/1552.hdf5,0
contact/915.hdf5,0
noContact/5466.hdf5,1
noContact/3488.hdf5,1
contact/2663.hdf5,0
contact/2760.hdf5,0
contact/973.hdf5,0
noContact/4743.hdf5,1
noContact/6136.hdf5,1
contact/1797.hdf5,0
contact/309.hdf5,0
contact/2107.hdf5,0
noContact/3127.hdf5,1
contact/2969.hdf5,0
contact/1765.hdf5,0
noContact/4366.hdf5,1
noContact/3373.hdf5,1
contact/2156.hdf5,0
noContact/5249.hdf5,1
contact/2005.hdf5,0
noContact/5872.hdf5,1
contact/1603.hdf5,0
contact/2595.hdf5,0
contact/2389.hdf5,0
contact/2774.hdf5,0
noContact/4943.hdf5,1
noContact/4208.hdf5,1
contact/1314.hdf5,0
noContact/5026.hdf5,1
noContact/5374.hdf5,1
noContact/4198.hdf5,1
contact/2402.hdf5,0
noContact/4527.hdf5,1
contact/717.hdf5,0
noContact/5898.hdf5,1
noContact/5476.hdf5,1
noContact/4382.hdf5,1
noContact/4173.hdf5,1
noContact/4417.hdf5,1
noContact/4941.hdf5,1
noContact/3230.hdf5,1
noContact/3300.hdf5,1
